prefijo apollo1 apollo2 plataforma area inicio fin codcentral tecliente central
158745 *8443 *8143 HC6 0243 1587458009 1587458009 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458010 1587458010 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458011 1587458015 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458016 1587458016 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458017 1587458019 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458020 1587458021 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458022 1587458022 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458023 1587458023 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458024 1587458024 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458025 1587458025 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458026 1587458029 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458030 1587458030 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458031 1587458034 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458035 1587458035 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458036 1587458041 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458042 1587458042 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458043 1587458044 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458045 1587458045 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458046 1587458047 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458048 1587458050 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458051 1587458051 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458052 1587458052 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458053 1587458067 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458068 1587458068 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458069 1587458076 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458077 1587458077 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458078 1587458083 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458084 1587458085 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458086 1587458087 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458088 1587458088 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458089 1587458092 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458093 1587458093 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458094 1587458106 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458107 1587458107 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458108 1587458117 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458118 1587458118 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458119 1587458135 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458136 1587458136 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458137 1587458137 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458138 1587458139 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458140 1587458141 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458142 1587458142 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458143 1587458143 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458144 1587458145 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458146 1587458147 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458148 1587458148 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458149 1587458152 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458153 1587458153 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458154 1587458154 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458155 1587458156 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458157 1587458161 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458162 1587458162 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458163 1587458163 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458164 1587458164 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458165 1587458168 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458169 1587458170 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458171 1587458173 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458174 1587458175 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458176 1587458176 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458177 1587458177 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458178 1587458179 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458180 1587458180 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458181 1587458186 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458187 1587458187 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458188 1587458190 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458191 1587458191 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458192 1587458194 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458195 1587458195 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458196 1587458202 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458203 1587458203 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458204 1587458204 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458205 1587458205 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458206 1587458208 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458209 1587458209 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458210 1587458215 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458216 1587458217 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458218 1587458219 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458220 1587458221 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458222 1587458224 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458225 1587458225 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458226 1587458227 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458228 1587458228 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458229 1587458229 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458230 1587458230 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458231 1587458233 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458234 1587458234 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458235 1587458238 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458239 1587458239 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458240 1587458240 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458241 1587458241 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458242 1587458243 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458244 1587458244 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458245 1587458251 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458252 1587458252 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458253 1587458256 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458257 1587458257 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458258 1587458258 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458259 1587458259 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458260 1587458260 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458261 1587458261 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458262 1587458263 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458264 1587458264 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458265 1587458265 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458266 1587458266 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458267 1587458272 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458273 1587458273 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458274 1587458275 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458276 1587458276 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458277 1587458282 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458283 1587458283 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458284 1587458289 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458290 1587458290 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458291 1587458294 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458295 1587458295 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458296 1587458302 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458303 1587458303 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458304 1587458304 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458305 1587458305 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458306 1587458319 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458320 1587458320 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458321 1587458322 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458323 1587458323 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458324 1587458324 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458325 1587458326 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458327 1587458328 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458329 1587458329 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458330 1587458335 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458336 1587458336 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458337 1587458339 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458340 1587458340 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458341 1587458346 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458347 1587458347 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458348 1587458351 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458352 1587458354 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458355 1587458363 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458364 1587458366 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458367 1587458371 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458372 1587458372 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458373 1587458373 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458374 1587458374 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458375 1587458375 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458376 1587458376 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458377 1587458385 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458386 1587458386 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458387 1587458387 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458388 1587458393 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458394 1587458396 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458397 1587458397 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458398 1587458398 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458399 1587458400 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458401 1587458409 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458410 1587458415 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458416 1587458416 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458417 1587458419 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458420 1587458420 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458421 1587458421 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458422 1587458424 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458425 1587458426 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458427 1587458427 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458428 1587458429 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458430 1587458433 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458434 1587458434 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458435 1587458435 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458436 1587458436 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458437 1587458440 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458441 1587458441 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458442 1587458443 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458444 1587458444 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458445 1587458445 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458446 1587458446 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458447 1587458453 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458454 1587458455 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458456 1587458459 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458460 1587458460 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458461 1587458461 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458462 1587458462 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458463 1587458493 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458494 1587458494 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458495 1587458502 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458503 1587458503 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458504 1587458511 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458512 1587458512 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458513 1587458519 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458520 1587458520 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458521 1587458521 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458522 1587458522 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458523 1587458525 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458526 1587458526 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458527 1587458527 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458528 1587458528 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458529 1587458530 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458531 1587458531 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458532 1587458541 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458542 1587458542 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458543 1587458543 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458544 1587458544 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458545 1587458555 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458556 1587458557 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458558 1587458558 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458559 1587458559 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458560 1587458565 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458566 1587458566 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458567 1587458569 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458570 1587458570 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458571 1587458572 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458573 1587458573 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458574 1587458576 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458577 1587458577 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458578 1587458585 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458586 1587458586 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458587 1587458587 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458588 1587458588 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458589 1587458589 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458590 1587458590 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458591 1587458594 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458595 1587458595 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458596 1587458598 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458599 1587458599 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458600 1587458600 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458601 1587458602 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458603 1587458606 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458607 1587458607 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458608 1587458610 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458611 1587458612 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458613 1587458616 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458617 1587458619 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458620 1587458624 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458625 1587458625 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458626 1587458632 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458633 1587458633 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458634 1587458638 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458639 1587458639 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458640 1587458643 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458644 1587458644 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458645 1587458665 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458666 1587458666 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458667 1587458676 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458677 1587458678 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458679 1587458681 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458682 1587458684 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458685 1587458685 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458686 1587458689 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458690 1587458691 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458692 1587458692 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458693 1587458695 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458696 1587458697 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458698 1587458706 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458707 1587458707 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458708 1587458708 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458709 1587458710 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458711 1587458725 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458726 1587458726 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458727 1587458730 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458731 1587458731 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458732 1587458733 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458734 1587458734 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458735 1587458735 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458736 1587458736 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458737 1587458738 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458739 1587458739 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458740 1587458747 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458748 1587458748 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458749 1587458751 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458752 1587458753 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458754 1587458759 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458760 1587458760 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458761 1587458769 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458770 1587458770 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458771 1587458771 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458772 1587458772 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458773 1587458784 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458785 1587458787 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458788 1587458793 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458794 1587458794 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458795 1587458796 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458797 1587458797 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458798 1587458798 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458799 1587458800 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458801 1587458801 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458802 1587458802 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458803 1587458805 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458806 1587458806 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458807 1587458807 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458808 1587458808 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458809 1587458816 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458817 1587458822 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458823 1587458827 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458828 1587458828 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458829 1587458830 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458831 1587458831 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458832 1587458832 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458833 1587458833 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458834 1587458834 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458835 1587458838 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458839 1587458843 VAL PREPAGO TDMA Maracay
