prefijo apollo1 apollo2 plataforma area inicio fin codcentral tecliente central
158712 *8432 *8132 HC6 0212 1587120587 1587120588 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120589 1587120589 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120590 1587120590 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120591 1587120591 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120592 1587120592 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120593 1587120593 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120594 1587120594 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120595 1587120596 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120597 1587120598 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120599 1587120600 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120601 1587120602 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120603 1587120608 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120609 1587120610 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120611 1587120612 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120613 1587120615 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120616 1587120616 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120617 1587120618 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120619 1587120619 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120620 1587120620 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120621 1587120621 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120622 1587120626 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120627 1587120628 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120629 1587120632 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120633 1587120633 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120634 1587120640 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120641 1587120642 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120643 1587120646 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120647 1587120647 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120648 1587120648 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120649 1587120650 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120651 1587120651 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120652 1587120653 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120654 1587120655 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120656 1587120656 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120657 1587120658 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120659 1587120668 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120669 1587120674 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120675 1587120675 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120676 1587120682 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120683 1587120683 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120684 1587120685 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120686 1587120686 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120687 1587120690 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120691 1587120692 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120693 1587120693 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120694 1587120694 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120695 1587120696 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120697 1587120697 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120698 1587120699 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120700 1587120701 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120702 1587120705 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120706 1587120706 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120707 1587120799 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587120800 1587120999 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587121000 1587121000 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587121001 1587121099 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587122000 1587126992 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587126993 1587126993 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587126994 1587129123 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587129124 1587129124 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587129125 1587129144 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587129145 1587129145 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587129146 1587129620 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587129621 1587129621 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587129622 1587129981 CCS PREPAGO TDMA Caracas
158712 *8432 *8132 HC6 0212 1587129982 1587129999 CCS PREPAGO TDMA Caracas
158713 *8432 *8132 HC6 0212 1587130000 1587139999 CCS PREPAGO TDMA Caracas
158714 *8432 *8132 HC6 0212 1587140000 1587149999 CCS PREPAGO TDMA Caracas
158715 *8432 *8132 HC6 0212 1587150000 1587159999 CCS PREPAGO TDMA Caracas
158716 *8432 *8132 HC6 0212 1587160000 1587169999 CCS PREPAGO TDMA Caracas
158717 *8432 *8132 HC6 0212 1587170000 1587173332 CCS PREPAGO TDMA Caracas
158717 *8432 *8132 HC6 0212 1587173333 1587173333 CCS PREPAGO TDMA Caracas
158717 *8432 *8132 HC6 0212 1587173334 1587179999 CCS PREPAGO TDMA Caracas
158718 *8432 *8132 HC6 0212 1587180000 1587189999 CCS PREPAGO TDMA Caracas
158719 *8432 *8132 HC6 0212 1587190000 1587199999 CCS PREPAGO TDMA Caracas
158720 *8432 *8132 HC6 0212 1587200000 1587209999 CCS PREPAGO TDMA Caracas
158721 *8432 *8132 HC6 0212 1587210000 1587219999 CCS PREPAGO TDMA Caracas
158722 *8432 *8132 HC6 0212 1587220000 1587229999 CCS PREPAGO TDMA Caracas
158723 *8432 *8132 HC6 0212 1587230000 1587239999 CCS PREPAGO TDMA Caracas
158724 *8432 *8132 HC6 0212 1587240000 1587248999 CCS PREPAGO TDMA Caracas
158724 *8432 *8132 HC6 0212 1587249000 1587249089 CCS PREPAGO TDMA Caracas
158724 *8432 *8132 HC6 0212 1587249090 1587249090 CCS PREPAGO TDMA Caracas
158724 *8432 *8132 HC6 0212 1587249091 1587249099 CCS PREPAGO TDMA Caracas
158724 *8432 *8132 HC6 0212 1587249100 1587249978 CCS PREPAGO TDMA Caracas
158724 *8432 *8132 HC6 0212 1587249979 1587249999 CCS PREPAGO TDMA Caracas
158725 *8432 *8132 HC6 0212 1587250000 1587259999 CCS PREPAGO TDMA Caracas
158726 *8432 *8132 HC6 0212 1587260000 1587269999 CCS PREPAGO TDMA Caracas
158727 *8432 *8132 HC6 0212 1587270000 1587279999 CCS PREPAGO TDMA Caracas
158728 *8432 *8132 HC6 0212 1587280000 1587289999 CCS PREPAGO TDMA Caracas
158729 *8432 *8132 HC6 0212 1587290000 1587291063 CCS PREPAGO TDMA Caracas
158729 *8432 *8132 HC6 0212 1587291064 1587291110 CCS PREPAGO TDMA Caracas
158729 *8432 *8132 HC6 0212 1587291111 1587291111 CCS PREPAGO TDMA Caracas
158729 *8432 *8132 HC6 0212 1587292099 1587292099 CCS PREPAGO TDMA Caracas
158729 *8432 *8132 HC6 0212 1587292100 1587292928 CCS PREPAGO TDMA Caracas
158729 *8432 *8132 HC6 0212 1587292929 1587297159 CCS PREPAGO TDMA Caracas
158729 *8432 *8132 HC6 0212 1587297160 1587297359 CCS PREPAGO TDMA Caracas
158729 *8432 *8132 HC6 0212 1587297360 1587299980 CCS PREPAGO TDMA Caracas
158729 *8432 *8132 HC6 0212 1587299981 1587299999 CCS PREPAGO TDMA Caracas
158730 *8443 *8143 HC6 0241 1587300000 1587309999 VAL PREPAGO TDMA Valencia
158731 *8443 *8143 HC6 0241 1587310000 1587319999 VAL PREPAGO TDMA Valencia
158732 *8443 *8143 HC6 0241 1587320000 1587329999 VAL PREPAGO TDMA Valencia
158733 *8443 *8143 HC6 0241 1587330000 1587339999 VAL PREPAGO TDMA Valencia
158734 *8443 *8143 HC6 0241 1587340000 1587349999 VAL PREPAGO TDMA Valencia
158735 *8443 *8143 HC6 0241 1587350000 1587351889 VAL PREPAGO TDMA Valencia
158735 *8443 *8143 HC6 0241 1587351890 1587351999 VAL PREPAGO TDMA Valencia
158735 *8443 *8143 HC6 0241 1587352000 1587356799 VAL PREPAGO TDMA Valencia
158735 *8443 *8143 HC6 0241 1587356800 1587356999 VAL PREPAGO TDMA Valencia
158735 *8443 *8143 HC6 0241 1587357000 1587359999 VAL PREPAGO TDMA Valencia
158736 *8443 *8143 HC6 0241 1587360000 1587362599 VAL PREPAGO TDMA Valencia
158736 *8443 *8143 HC6 0241 1587362600 1587362999 VAL PREPAGO TDMA Valencia
158736 *8443 *8143 HC6 0241 1587363000 1587369921 VAL PREPAGO TDMA Valencia
158737 *8443 *8143 HC6 0241 1587370000 1587379999 VAL PREPAGO TDMA Valencia
158738 *8443 *8143 HC6 0241 1587380000 1587381530 VAL PREPAGO TDMA Valencia
158738 *8443 *8143 HC6 0241 1587381531 1587381531 VAL PREPAGO TDMA Valencia
158738 *8443 *8143 HC6 0241 1587381532 1587385999 VAL PREPAGO TDMA Valencia
158738 *8443 *8143 HC6 0241 1587386000 1587387299 VAL PREPAGO TDMA Valencia
158738 *8443 *8143 HC6 0241 1587388000 1587388499 VAL PREPAGO TDMA Valencia
158739 *8443 *8143 HC6 0243 1587390000 1587399999 VAL PREPAGO TDMA Maracay
158740 *8443 *8143 HC6 0241 1587400000 1587401999 VAL PREPAGO TDMA Valencia
158740 *8443 *8143 HC6 0241 1587402000 1587404999 VAL PREPAGO TDMA Valencia
158740 *8443 *8143 HC6 0241 1587408000 1587409999 VAL PREPAGO TDMA Valencia
158740 *8443 *8143 HC6 0243 1587405000 1587407245 VAL PREPAGO TDMA Maracay
158740 *8443 *8143 HC6 0243 1587407246 1587407246 VAL PREPAGO TDMA Maracay
158740 *8443 *8143 HC6 0243 1587407247 1587407410 VAL PREPAGO TDMA Maracay
158740 *8443 *8143 HC6 0243 1587407411 1587407411 VAL PREPAGO TDMA Maracay
158740 *8443 *8143 HC6 0243 1587407412 1587407999 VAL PREPAGO TDMA Maracay
158741 *8443 *8143 HC6 0241 1587410000 1587416999 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417000 1587417800 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417801 1587417801 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417802 1587417803 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417804 1587417804 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417805 1587417805 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417806 1587417807 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417808 1587417810 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417811 1587417812 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417813 1587417814 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417815 1587417815 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417816 1587417825 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417826 1587417826 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417827 1587417828 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417829 1587417830 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417831 1587417831 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417832 1587417832 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417833 1587417835 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417836 1587417837 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417838 1587417842 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417843 1587417845 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417846 1587417846 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417847 1587417847 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417848 1587417851 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417852 1587417852 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417853 1587417854 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417855 1587417856 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417857 1587417859 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417860 1587417860 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417861 1587417876 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417877 1587417878 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417879 1587417880 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417881 1587417881 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417882 1587417882 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417883 1587417884 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417885 1587417885 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417886 1587417886 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417887 1587417925 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417926 1587417926 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417927 1587417931 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417932 1587417936 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417937 1587417937 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417938 1587417938 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417939 1587417939 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417940 1587417943 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417944 1587417948 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417949 1587417949 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417950 1587417950 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417951 1587417955 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417956 1587417957 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417958 1587417958 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417959 1587417960 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417961 1587417961 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417962 1587417963 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417964 1587417964 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417965 1587417968 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417969 1587417972 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417973 1587417973 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417974 1587417974 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417975 1587417975 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417976 1587417977 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417978 1587417981 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417982 1587417984 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417985 1587417985 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417986 1587417986 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417987 1587417989 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417990 1587417991 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417992 1587417994 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417995 1587417995 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417996 1587417996 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417997 1587417998 VAL PREPAGO TDMA Valencia
158741 *8443 *8143 HC6 0241 1587417999 1587419999 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587420000 1587420999 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587421000 1587427114 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587427115 1587427115 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587427116 1587427116 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587427117 1587427118 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587427119 1587427125 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587427126 1587427126 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587427127 1587427129 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587427130 1587427133 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587427134 1587427135 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587427136 1587427163 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587427164 1587427166 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587427167 1587427168 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587427169 1587427169 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587427170 1587427179 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587427200 1587427999 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428000 1587428000 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428001 1587428001 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428002 1587428009 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428010 1587428010 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428011 1587428011 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428012 1587428012 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428025 1587428026 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428027 1587428030 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428031 1587428031 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428032 1587428035 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428036 1587428036 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428037 1587428039 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428040 1587428040 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428041 1587428045 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428046 1587428046 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428047 1587428049 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428050 1587428050 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428051 1587428051 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428052 1587428052 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428053 1587428059 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428060 1587428060 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428061 1587428065 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428066 1587428066 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428078 1587428078 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428079 1587428079 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428080 1587428080 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428115 1587428115 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428116 1587428116 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428117 1587428117 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428118 1587428124 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428125 1587428125 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428144 1587428144 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428145 1587428147 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428148 1587428149 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428150 1587428151 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428152 1587428152 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428153 1587428155 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428156 1587428156 VAL PREPAGO TDMA Valencia
158742 *8443 *8143 HC6 0241 1587428200 1587429999 VAL PREPAGO TDMA Valencia
158743 *8443 *8143 HC6 0243 1587430000 1587439262 VAL PREPAGO TDMA Maracay
158743 *8443 *8143 HC6 0243 1587439263 1587439359 VAL PREPAGO TDMA Maracay
158743 *8443 *8143 HC6 0243 1587439360 1587439999 VAL PREPAGO TDMA Maracay
158744 *8443 *8143 HC6 0241 1587440000 1587442999 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443010 1587443010 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443011 1587443014 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443015 1587443015 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443016 1587443023 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443024 1587443024 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443040 1587443040 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443052 1587443052 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443053 1587443054 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443055 1587443055 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443056 1587443056 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443057 1587443057 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443058 1587443060 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443061 1587443061 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443062 1587443068 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443069 1587443069 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443087 1587443090 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443091 1587443093 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443094 1587443094 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443095 1587443095 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443096 1587443096 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443097 1587443097 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443098 1587443098 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443099 1587443101 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443102 1587443102 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443103 1587443109 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443110 1587443110 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443111 1587443116 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443117 1587443118 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443119 1587443122 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443123 1587443123 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443124 1587443129 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443130 1587443130 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443141 1587443141 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443200 1587443899 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587443900 1587444003 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587444004 1587444005 VAL PREPAGO TDMA Valencia
158744 *8443 *8143 HC6 0241 1587444100 1587449999 VAL PREPAGO TDMA Valencia
158745 *8443 *8143 HC6 0243 1587450000 1587457999 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458000 1587458000 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458001 1587458001 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458002 1587458002 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458003 1587458003 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458004 1587458004 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458005 1587458005 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458006 1587458007 VAL PREPAGO TDMA Maracay
158745 *8443 *8143 HC6 0243 1587458008 1587458008 VAL PREPAGO TDMA Maracay
